file,sim_time,step,agent,doctor,pair_key,dynamic_enabled,dynamic_state,dynamic_state_severity_index,dynamic_interaction_count,dynamic_state_history_len,dynamic_overall_stress,dynamic_env_stress_level,dynamic_env_comfort_level,dynamic_env_trigger_potential,dynamic_trigger_count,dynamic_trigger_names,dynamic_active_biases_count,dynamic_activated_memory_count,dynamic_last_update_time,intervention_lock_enabled,intervention_lock_meeting_id,forced_tasks_total,forced_tasks_pending,forced_tasks_scheduled,forced_tasks_done,forced_tasks_other,forced_tasks_overdue_open,session_current_index,session_current_session,session_completed,session_last_detected_end,active_meetings_count,doctor_queue_size,consult_records_total,consult_pair_records_total,consult_write_audit_total,consult_write_success_total,consult_write_failed_total,consult_pair_mismatch_total,dynamic_trigger_accum__stress,dynamic_trigger_delta__stress,dynamic_trigger_accum__support,dynamic_trigger_delta__support,dynamic_trigger_accum__学业失败,dynamic_trigger_delta__学业失败,dynamic_trigger_accum__未来焦虑,dynamic_trigger_delta__未来焦虑,dynamic_trigger_accum__社交压力,dynamic_trigger_delta__社交压力,dynamic_trigger_accum__自我价值,dynamic_trigger_delta__自我价值,dynamic_trigger_accum__自杀意念,dynamic_trigger_delta__自杀意念,dynamic_trigger_accum_total,dynamic_trigger_accum_support_total,dynamic_trigger_accum_negative_total,dynamic_trigger_support_minus_negative,dynamic_trigger_support_delta_sum,dynamic_trigger_negative_delta_sum,dynamic_wellbeing_index,dynamic_risk_index,dynamic_improvement_score_vs_start,dynamic_improvement_change_vs_prev,dynamic_improvement_status,dynamic_score_component_severity,dynamic_score_component_stress,dynamic_score_component_balance,dynamic_score_component_momentum
simulate-20260405-0730.json,20260405-07:30,23,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,8,0,0.75,1.0,0.0,0.5,4,未来焦虑|自杀意念|stress|support,3,2,2026-04-05T07:30:00,True,m_fast_every_2step_20260405-023000_9,8,1,7,0,0,6,8,session5.1,False,True,3,2,8,8,10,8,2,2,4.0,1.0,4.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,17.0,4.0,13.0,-9.0,1.0,3.0,24.632,75.368,-10.618,-3.887,轻度恶化,25.0,25.0,23.529,25.0
simulate-20260405-0830.json,20260405-08:30,24,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,8,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,2,2026-04-05T07:30:00,True,m_fast_every_2step_20260405-023000_9,8,1,7,0,0,8,8,session5.1,False,True,4,3,8,8,10,8,2,2,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,17.0,4.0,13.0,-9.0,0.0,0.0,28.632,71.368,-6.618,4.0,轻度恶化,25.0,30.0,23.529,50.0
simulate-20260405-0930.json,20260405-09:30,25,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,9,0,0.75,1.0,0.0,0.5,2,stress|support,1,0,2026-04-05T09:30:00,True,m_fast_every_2step_20260405-043000_10,9,2,7,0,0,9,9,session5.2,False,True,3,2,9,9,11,9,2,2,5.0,1.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,19.0,5.0,14.0,-9.0,1.0,1.0,27.829,72.171,-7.421,-0.803,轻度恶化,25.0,25.0,26.316,50.0
simulate-20260405-1030.json,20260405-10:30,26,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,9,0,0.7,0.7,0.30000000000000004,0.5,1,stress,1,0,2026-04-05T09:30:00,True,m_fast_every_2step_20260405-043000_10,9,2,7,0,0,9,9,session5.2,False,True,4,3,9,9,12,9,3,3,5.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,19.0,5.0,14.0,-9.0,0.0,0.0,29.329,70.671,-5.921,1.5,轻度恶化,25.0,30.0,26.316,50.0
simulate-20260405-1130.json,20260405-11:30,27,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,10,0,0.75,1.0,0.0,0.5,3,自我价值|stress|support,2,2,2026-04-05T11:30:00,True,m_fast_every_2step_20260405-063000_11,10,3,7,0,0,10,10,session6.1,False,True,3,2,10,10,13,10,3,3,6.0,1.0,6.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,22.0,6.0,16.0,-10.0,1.0,2.0,26.402,73.598,-8.848,-2.927,轻度恶化,25.0,25.0,27.273,33.333
simulate-20260405-1230.json,20260405-12:30,28,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,10,0,0.7,0.7,0.30000000000000004,0.3,1,stress,2,2,2026-04-05T11:30:00,True,m_fast_every_2step_20260405-063000_11,10,3,7,0,0,10,10,session6.1,False,True,4,3,10,10,14,10,4,4,6.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,22.0,6.0,16.0,-10.0,0.0,0.0,29.568,70.432,-5.682,3.167,轻度恶化,25.0,30.0,27.273,50.0
simulate-20260405-1330.json,20260405-13:30,29,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,11,0,0.75,1.0,0.0,0.3,4,自我价值|自杀意念|stress|support,2,2,2026-04-05T13:30:00,True,m_fast_every_2step_20260405-083000_12,10,3,7,0,0,10,11,session6.2,False,True,3,2,11,11,15,11,4,4,7.0,1.0,7.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,26.0,7.0,19.0,-12.0,1.0,3.0,25.481,74.519,-9.769,-4.087,轻度恶化,25.0,25.0,26.923,25.0
simulate-20260405-1430.json,20260405-14:30,30,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,11,0,0.7,0.7,0.30000000000000004,0.3,1,stress,2,2,2026-04-05T13:30:00,True,m_fast_every_2step_20260405-083000_12,10,3,7,0,0,10,11,session6.2,False,True,4,3,11,11,16,11,5,5,7.0,0.0,7.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,26.0,7.0,19.0,-12.0,0.0,0.0,29.481,70.519,-5.769,4.0,轻度恶化,25.0,30.0,26.923,50.0
simulate-20260405-1530.json,20260405-15:30,31,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,12,0,0.75,1.0,0.0,0.3,4,自我价值|自杀意念|stress|support,2,2,2026-04-05T15:30:00,True,m_fast_every_2step_20260405-103000_13,10,3,7,0,0,10,11,session6.2,False,False,3,2,12,12,17,12,5,5,8.0,1.0,8.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,30.0,8.0,22.0,-14.0,1.0,3.0,25.417,74.583,-9.833,-4.064,轻度恶化,25.0,25.0,26.667,25.0
simulate-20260405-1630.json,20260405-16:30,32,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,12,0,0.7,0.7,0.30000000000000004,0.3,1,stress,2,2,2026-04-05T15:30:00,True,m_fast_every_2step_20260405-103000_13,10,3,7,0,0,10,11,session6.2,False,False,4,3,12,12,18,12,6,6,8.0,0.0,8.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,30.0,8.0,22.0,-14.0,0.0,0.0,29.417,70.583,-5.833,4.0,轻度恶化,25.0,30.0,26.667,50.0
simulate-20260405-1730.json,20260405-17:30,33,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,13,0,0.75,1.0,0.0,0.3,4,社交压力|未来焦虑|stress|support,3,2,2026-04-05T17:30:00,True,m_fast_every_2step_20260405-123000_14,11,4,7,0,0,11,12,session6.3,False,True,3,2,13,13,19,13,6,6,9.0,1.0,9.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,34.0,9.0,25.0,-16.0,1.0,3.0,25.368,74.632,-9.882,-4.049,轻度恶化,25.0,25.0,26.471,25.0
simulate-20260405-1830.json,20260405-18:30,34,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,13,0,0.7,0.7,0.30000000000000004,0.3,1,stress,3,2,2026-04-05T17:30:00,True,m_fast_every_2step_20260405-123000_14,11,4,7,0,0,11,12,session6.3,False,True,4,3,13,13,19,13,6,6,9.0,0.0,9.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,34.0,9.0,25.0,-16.0,0.0,0.0,29.368,70.632,-5.882,4.0,轻度恶化,25.0,30.0,26.471,50.0
simulate-20260405-1930.json,20260405-19:30,35,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,14,0,0.75,1.0,0.0,0.3,5,自我价值|未来焦虑|自杀意念|stress|support,4,2,2026-04-05T19:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,20,14,6,6,10.0,1.0,10.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,6.0,1.0,4.0,1.0,39.0,10.0,29.0,-19.0,1.0,4.0,24.66,75.34,-10.59,-4.707,轻度恶化,25.0,25.0,25.641,20.0
simulate-20260405-2030.json,20260405-20:30,36,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,14,0,0.7,0.7,0.30000000000000004,0.3,1,stress,4,2,2026-04-05T19:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,20,14,6,6,10.0,0.0,10.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,39.0,10.0,29.0,-19.0,0.0,0.0,29.16,70.84,-6.09,4.5,轻度恶化,25.0,30.0,25.641,50.0
simulate-20260405-2130.json,20260405-21:30,37,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,14,0,0.7,0.7,0.30000000000000004,0.3,1,stress,4,2,2026-04-05T19:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,10.0,0.0,10.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,39.0,10.0,29.0,-19.0,0.0,0.0,29.16,70.84,-6.09,0.0,轻度恶化,25.0,30.0,25.641,50.0
simulate-20260405-2230.json,20260405-22:30,38,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,1.0,11.0,1.0,3.0,1.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,1.0,2.0,27.631,72.369,-7.619,-1.529,轻度恶化,25.0,30.0,26.19,33.333
simulate-20260405-2330.json,20260405-23:30,39,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,1.667,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0030.json,20260406-00:30,40,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0130.json,20260406-01:30,41,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0230.json,20260406-02:30,42,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0330.json,20260406-03:30,43,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0430.json,20260406-04:30,44,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0530.json,20260406-05:30,45,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0630.json,20260406-06:30,46,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0730.json,20260406-07:30,47,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,22,14,8,8,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
simulate-20260406-0830.json,20260406-08:30,48,卡布达,蜻蜓队长,蜻蜓队长::卡布达,True,severe_episode,3,15,0,0.7,0.7,0.30000000000000004,0.5,1,stress,3,1,2026-04-05T21:30:00,False,,12,5,7,0,0,12,12,session6.3,True,True,0,0,14,14,23,14,9,9,11.0,0.0,11.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,42.0,11.0,31.0,-20.0,0.0,0.0,29.298,70.702,-5.952,0.0,轻度恶化,25.0,30.0,26.19,50.0
